Category	SubCategory	Not_a_Category	Title	ID	Data type	Description
Person	Relationship	0	father	P22	Item	father: male parent
Person	Sportspeople	0	Swedish Olympic Committee athlete ID	P2323	External identifier	Swedish Olympic Committee: entry in the bibliographic database of the Swedish Olympic Committee
Person	Artists	0	Dictionary of Art Historians ID	P2332	External identifier	Dictionary of Art Historians: identifier for a person in the Dictionary of Art Historians
Person	Film	0	Elonet person ID	P2387	External identifier	Elonet: identifier for a person, in the Elonet database
Person	Film	0	PORT person ID	P2435	External identifier	PORT.huæandæPORT.ro: PORT-network film database: identifier for a person
Person	Relationship	0	mother	P25	Item	mother: female parent
Person	Film	0	Scope.dk person ID	P2519	External identifier	Identifier for a person on the website Scope.dk
Person	Relationship	0	spouse	P26	Item	"spouse: the subject has the object as their spouse (husband, wife, partner, etc.). Use ""partner"" (P451) for non-married companions"
Person	Film	0	Kinopoisk person ID	P2604	External identifier	identifer for a person, in the Kinopoisk.ru database
Person	Film	0	_SFD person ID	P2605	External identifier	identifier for a person in the Czech film database _SFD
Person	Film	0	DNF person ID	P2626	External identifier	Danish National Filmography: identifier for a person in the Danish National Filmography
Person	Generic	1	official residence	P263	Item	official residence: the residence at which heads of government and other senior figures officially reside
Person	Film	0	TV.com ID	P2638	External identifier	TV.com: identifier for an entry on TV.com for movies, people and TV series
Person	Film	0	Filmportal ID	P2639	External identifier	Filmportal.de: identifier of the German Filmportal.de
Person	Generic	1	country of citizenship	P27	Item	citizenship: the object is a country that recognizes the subject as its citizen
Person	Generic	1	birthday	P3150	Item	"birthday: item for day and month on which the subject was born. Used when full ""date of birth"" (P569) isn't known."
Person	Relationship	0	sibling	P3373	Item	"sibling: the subject has the object as their sibling (brother, sister, etc.). Use ""relative"" (P1038) for siblings-in-law (brother-in-law, sister-in-law, etc.) and step-siblings (step-brothers, step-sisters, etc.)"
Person	Relationship	0	stepparent	P3448	Item	stepparent: subject has the object as their stepparent
Person	Generic	1	position held	P39	Item	mandate: subject currently or formerly holds the object position or public office
Person	Relationship	0	child	P40	Item	offspring: subject has the object in their family as their offspring son or daughter (independently of their age)
Person	Military	0	military rank	P410	Item	"military rank: military rank achieved by a person (should usually have a ""start date"" qualifier)"
Person	Generic	1	canonization status	P411	Item	canonization status: stage in the process of attaining sainthood per the subject's religious organization
Person	Generic	1	voice type	P412	Item	voice type: person's voice type. expected values: soprano, mezzo-soprano, contralto, countertenor, tenor, baritone, bass (and derivatives)
Person	Sportspeople	0	position played on team / speciality	P413	Item	position: position or specialism of a player on a team, e.g. Small Forward
Person	Generic	1	shooting handedness	P423	Item	whether the hockey player passes or shoots left- or right-handed
Person	Generic	1	astronaut mission	P450	Item	spaceflight: space mission that the subject is or has been a member of (do not include future missions)
Person	Relationship	0	unmarried partner	P451	Item	"someone with whom the person is in a relationship without being married. Use ""spouse"" for married couples."
Person	Generic	1	member of	P463	Item	member: organization or club to which the subject belongs. Do not use for membership in ethnic or social groups, nor for holding a position such as a member of parliament (use P39 for that).
Person	Generic	1	dan/kyu rank	P468	Item	rank system used in several board games (e.g. go, shogi, renju), martial arts (e.g. judo, kendo, wushu) and some other games
Person	Generic	1	Eight Banner register	P470	Item	Manchu household register for people of the Qing Dynasty
Person	Generic	1	cause of death	P509	Item	cause of death: underlying or immediate cause of death. Underlying cause (e.g. car accident, stomach cancer) preferred. Use 'manner of death' (P1196) for broadest category, e.g. natural causes, accident, homicide, suicide
Person	Generic	1	honorific prefix	P511	Item	honorificæandætitle of honor: word or expression used before a name, in addressing or referring to a person
Person	Generic	1	academic degree	P512	Item	academic degreeæandæacademic degree: academic degree that the person holds
Person	Generic	1	noble family	P53	Item	noble family: include dynasty and nobility houses
Person	Sportspeople	0	member of sports team	P54	Item	sports team: sports teams or clubs that the subject currently represents or formerly represented
Person	Generic	1	residence	P551	Item	the place where the person is, or has been, resident
Person	Generic	1	handedness	P552	Item	chirality: handedness of the person
Person	Generic	1	website account on	P553	Item	user account: a website that the person or organization has an account on (use with P554) Note: only used with reliable source or if the person or organization disclosed it.
Person	Sportspeople	0	doubles record	P555	String	win/lose balance for a player in doubles tournaments
Person	Sportspeople	0	singles record	P564	String	win/lose balance for a player in singles tournaments
Person	Generic	1	date of birth	P569	Point in time	date of birth: date on which the subject was born
Person	Generic	1	date of death	P570	Point in time	date of death: date on which the subject died
Person	Military	0	commander of	P598	Item	for persons who are notable as commanding officers, the units they commanded
Person	Military	0	conflict	P607	Item	waræandæbattle: battles, wars or engagements in which the person or item participated
Person	Generic	1	ancestral home	P66	Item	ancestral home: place of origin for ancestors of subject
Person	Generic	1	educated at	P69	Item	alma mater: educational institution attended by the subject
Person	Generic	1	family name	P734	Item	family name: surname or last name of a person
Person	Generic	1	given name	P735	Item	"given name: first name or another given name of this person; values used with the property shouldn't link disambiguations nor family names"
Person	Generic	1	pseudonym	P742	String	pseudonym: alias used by someone or by which this person is universally known
Person	Generic	1	notable work	P800	Item	workæandæmagnum opus: subject's notable scientific work or work of art, literature, or significance
Person	Generic	1	student	P802	Item	student: notable student(s) of a person
Person	Generic	1	feast day	P841	Item	saint's principal feast day
Person	Generic	1	sexual orientation	P91	Item	sexual orientation: the sexual orientation of the person „ use IF AND ONLY IF they have stated it themselves, unambiguously, or it has been widely agreed upon by historians after their death
Person	Generic	1	noble title	P97	Item	royal or noble rank: titles held by the person
Person	Generic	1	audio recording of the subject's spoken voice	P990	Commons media file	"audio file representing the speaking voice of a person; or of an animated cartoon or other fictitious character"
Places	Administrative Territorial Entity	0	applies to territorial jurisdiction	P1001	Item	the item (an institution, law, public office ...) belongs to or applies to the value (a territorial jurisdiction: a country, state, municipality, ...)
Places	Astronomy	0	asteroid taxonomy	P1016	Item	asteroid spectral type: type of asteroid classification
Places	Astronomy	0	discovery method	P1046	Item	method of detecting extrasolar planets: way an exoplanet was discovered
Places	Railway	0	track gauge	P1064	Item	track gauge: spacing of the rails on a railway track
Places	Administrative territorial entity identifier	1	Thailand central administrative unit code	P1067	External identifier	Thailand central administrative unit code: identifier for each of the Thai central administrative units
Places	Administrative territorial entity identifier	1	KOATUU identifier	P1077	String	Classification of objects of the administrative-territorial system of Ukraine: identifier for each of the Ukrainian administrative units
Places	Location	1	population	P1082	Quantity	"population size: number of people inhabiting the place; number of people of subject"
Places	Building or structure	0	floors above ground	P1101	Quantity	number of floors above ground: above ground floor count of a building (ground floor and attic included)
Places	Railway	0	number of platform tracks	P1103	Quantity	number of tracks served by a platform at a railway station
Places	Administrative territorial entity identifier	1	ATVK ID	P1115	External identifier	identifier for each of the Latvian administrative units, i.e. municipality, parish, city under state jurisdiction and city under municipality jurisdiction. Based on the {{Q|15621843}}.
Places	Administrative territorial entity identifier	1	ELSTAT geographical code	P1116	External identifier	Hellenic Statistical Authority: identifier for administrative regions of Greece by the Greek Statistical Authority (starting 2010)
Places	Building or structure	0	floors below ground	P1139	Quantity	number of floors below ground: total number of below ground floors of the building
Places	Administrative territorial entity identifier	1	municipality code (Denmark)	P1168	External identifier	identifier for municipalities in Denmark
Places	Astronomy	0	transmitted signal type	P1170	Item	type of signal transmitted by a device
Places	Administrative territorial entity identifier	1	Geokod	P1172	External identifier	GEOKOD - a list of codes for the administrative division of Sweden 1862-1951: identifier for historical administrative division of Sweden (1862-1951)
Places	Astronomy	0	received signal type	P1194	Item	type of signal received by a device
Places	River	0	bodies of water basin category	P1200	Item	the Wikimedia category associated with the basin of a bodies of water
Places	Administrative Territorial Entity	0	basic form of government	P122	Item	form of government: subject's government
Places	General	1	time of earliest written record	P1249	Point in time	time of earliest written record: first time a subject was mentioned in writing
Places	Road	0	maintained by	P126	Item	organizationæandæhuman: person or organization in charge of keeping the subject (for instance an infrastructure) in functioning order
Places	Road	0	owned by	P127	Item	proprietor: owner of the subject
Places	Building or structure	0	number of elevators	P1301	Quantity	number of elevators in a building
Places	Road	0	primary destinations	P1302	Item	major cities that a road serves
Places	Bridge	0	lostbridges.org ID	P1311	External identifier	lostbridges.org ID: identifier fromædatabase of covered bridges in the United States and Canada
Places	Bridge	0	number of spans	P1314	Quantity	"bridge span: number of spans a bridge has. To enter the number manually add ""+-0"" after the number"
Places	Location	1	coordinate of northernmost point	P1332	Geographic coordinates	northernmost point of a location. For an administrative entity this includes offshore islands
Places	Location	1	coordinate of southernmost point	P1333	Geographic coordinates	southernmost point of a place. For administrative entities this includes offshore islands
Places	Location	1	coordinate of easternmost point	P1334	Geographic coordinates	easternmost point of a location
Places	Location	1	coordinate of westernmost point	P1335	Geographic coordinates	westernmost point of a location
Places	Administrative Territorial Entity	0	territory claimed by	P1336	Item	territorial claim: administrative divisions that claim control of a given area
Places	Building or structure	0	Iranian National Heritage registration number	P1369	External identifier	identifier in the Iranian National Heritage database
Places	Railway	0	operator	P137	Item	operator: person or organization that operates the equipment, facility, or service
Places	Administrative territorial entity identifier	1	IHSI ID	P1370	External identifier	identifier for an administrative territorial entity in Haiti
Places	Road	0	coincident with	P1382	Item	object that is partially part of, but not fully part of (P361), the subject
Places	Administrative Territorial Entity	0	contains settlement	P1383	Item	human settlement: settlement which an administrative division contains
Places	Administrative territorial entity identifier	1	German regional key	P1388	External identifier	identifier for municipalities and unincorporated areas in Germany
Places	General	1	State Catalogue of Geographical Names (Russia) ID	P1397	External identifier	identifier in State Catalogue of Geographical Names (Russia)
Places	Road	0	graphic symbol of thoroughfare	P14	Commons media file	highway shieldæandæTrail blazing: graphic representing the thoroughfare
Places	Glacier	0	World Glacier Inventory ID	P1404	External identifier	identifier in the World Glacier Inventory database
Places	Astronomy	0	orbits completed	P1418	Quantity	number of orbits a spacecraft has done around a body
Places	General	1	category for people born here	P1464	Item	place of birth: category item that groups people born in this place
Places	General	1	category for people who died here	P1465	Item	place of death: category item for people who died in this location
Places	Road	0	route map	P15	Commons media file	image: image of route map at Wikimedia Commons
Places	Administrative Territorial Entity	0	contains administrative territorial entity	P150	Item	(list of) direct subdivisions of an administrative territorial entity
Places	General	1	seal image	P158	Commons media file	seal: image of subject's seal (emblem)
Places	Road	0	highway system	P16	Item	road network: system (or specific country specific road type) of which the highway is a part
Places	General	1	detail map	P1621	Commons media file	map containing details about the entire location
Places	General	1	flag	P163	Item	flag: subject's flag
Places	Building or structure	0	structure replaced by	P167	Item	the item which replaced this building or structure, at the same geographic location
Places	Location	1	country	P17	Item	country,æformer countryæandæconstituent country: sovereign state of this item
Places	General	1	category for films shot at this location	P1740	Item	the object is a category for films shot at/in the subject
Places	Location	1	place name sign	P1766	Commons media file	town sign: image of road sign with place name on it
Places	Bridge	0	crosses	P177	Item	obstacle (body of water, road, ...) which this bridge crosses over or this tunnel goes under
Places	Location	1	income classification (Philippines)	P1879	Item	income class: classification grade of a Philippine local government unit based on income
Places	Administrative Territorial Entity	0	sister city	P190	Item	twin town: twin towns, sister cities, twinned municipalities and other localities that have a partnership or cooperative agreement, either legally or informally acknowledged by their governments
Places	Building or structure	0	main building contractor	P193	Item	general contractor: the main organization responsible for construction of this structure or building
Places	Administrative Territorial Entity	0	legislative body	P194	Item	"legislature: legislative body governing this entity; political institution with elected representatives, such as a parliament/legislature or council"
Places	Astronomy	0	minor planet group	P196	Item	minor-planet group: is in grouping of minor planets according to similar orbital characteristics
Places	Railway	0	adjacent station	P197	Item	the stations next to this station, sharing the same line(s)
Places	Lake	0	lake inflows	P200	Item	Inflow: major inflow sources „ rivers, aquifers, glacial runoff, etc. Some terms may not be place names, e.g. none
Places	Lake	0	lake outflow	P201	Item	rivers and other outflows waterway names. If evaporation or seepage are notable outflows, they may be included. Some terms may not be place names, e.g. evaporation
Places	Astronomy	0	orbital inclination	P2045	Quantity	orbital inclinationæandæWikidata property for spacecraft: orbital inclination of a stable orbit
Places	Lake	0	basin country	P205	Item	country that have drainage to/from or border the body of water
Places	River	0	watershed area	P2053	Quantity	drainage basin: size of a stream's watershed (drainage basin)
Places	Lake	0	located next to body of water	P206	Item	body of water: sea, lake or river
Places	Lake	0	bathymetry image	P207	Commons media file	image showing bathymetric chart, bathymetric map
Places	Administrative Territorial Entity	0	party chief representative	P210	Item	chief representative of a party in an institution or an administrative unit (use qualifier to identify the party)
Places	Astronomy	0	spectral class	P215	String	stellar classification:æspectral class of a star
Places	Astronomy	0	galaxy morphological type	P223	String	galaxy morphological classification: galaxy morphological classification code
Places	Airoport	0	IATA airport code	P238	String	International Air Transport Association code: three-letter identifier for designating airports or cities (for airlines, see P229)
Places	Airoport	0	ICAO airport code	P239	String	ICAO airport code: four-character alphanumeric identifier for designating airports (for airlines, see P230)
Places	Airoport	0	FAA airport code	P240	String	three-letter or four-letter alphanumeric code identifying United States airports
Places	General	1	locator map image	P242	Commons media file	map: geographic map image which highlights the location of the subject
Places	Administrative territorial entity identifier	1	postal code	P281	String	postal code: identifier assigned by postal authorities for the subject area or building
Places	Railway	0	station code	P296	String	Station code: identifier for a railway station
Places	Administrative territorial entity identifier	1	ISO 3166-1 alpha-2 code	P297	External identifier	ISO 3166-1 alpha-2 code: identifier for a country in two-letter format per ISO 3166-1
Places	Administrative territorial entity identifier	1	ISO 3166-1 alpha-3 code	P298	External identifier	ISO 3166-1 alpha-3 code: theæISO 3166-1 alpha-3æcode for this item
Places	Administrative territorial entity identifier	1	ISO 3166-1 numeric code	P299	External identifier	ISO 3166-1 numeric code: theæISO 3166-1 numericæcode for this item
Places	Location	1	continent	P30	Item	continent: continent of which the subject is a part. Use for countries, locations in Antarctica, and items located in countries that belong to more than one continent, e.g. Russian cities.
Places	Administrative territorial entity identifier	1	ISO 3166-2 code	P300	External identifier	ISO 3166-2 code: identifier for a country subdivision per ISO 3166-2 (include country code)
Places	Location	1	located in the administrative territorial entity	P131	Item	administrative territorial entity: the item is located on the territory of the following administrative entity. Use P276 (location) for specifying the location of non-administrative places and for items about events
Places	Administrative Territorial Entity	0	head of state	P35	Item	head of state: official with the highest formal authority in a country/state
Places	Administrative Territorial Entity	0	capital	P36	Item	capital: primary city of a country, state or other type of administrative territorial entity
Places	Astronomy	0	astronomic symbol image	P367	Commons media file	astronomical symbol: image of the symbol that identify a planet or an asteroid of the solar system
Places	Administrative Territorial Entity	0	official language	P37	Item	official language: language designated as official by this item
Places	Administrative territorial entity identifier	1	INSEE municipality code	P374	External identifier	INSEE code: identifier for a municipality per the National Institute of Statistics and Economic Studies in France
Places	Astronomy	0	located on astronomical body	P376	Item	astronomical body on which features or places are situated
Places	Administrative Territorial Entity	0	currency	P38	Item	currency: currency used by item
Places	Administrative territorial entity identifier	1	CBS municipality code	P382	External identifier	CBS municipality code: identifier for a Dutch municipality as defined by Statistics Netherlands (CBS)
Places	Administrative territorial entity identifier	1	licence plate code	P395	String	vehicle registration plate: distinguishing signs or parts of license plate associated with the subject. For countries: international licence plate country code or distinguishing sign of vehicles
Places	Astronomy	0	parent astronomical body	P397	Item	primary body: major astronomical body the item belongs to
Places	Astronomy	0	child astronomical body	P398	Item	secondary body: minor body that belongs to the item
Places	Astronomy	0	companion of	P399	Item	two or more astronomic bodies of the same type relating to each other
Places	General	1	OpenStreetMap Relation identifier	P402	External identifier	OpenStreetMap: identifer for a relation in OpenStreetMap
Places	River	0	mouth of the watercourse	P403	Item	river mouth: the body of water to which the watercourse drains
Places	General	1	flag image	P41	Commons media file	flag: image of the item's flag
Places	General	1	patron saint	P417	Item	patron saint: patron saint adopted by the subject
Places	General	1	seal description	P418	Item	seal: description of a subject's seal
Places	Location	1	located in time zone	P421	Item	time zone: time zone for this item
Places	Administrative territorial entity identifier	1	dantai code	P429	External identifier	Zenkoku chih_ k_ky_ dantai k_do: identifier for administrative division in 6-digit format assigned by the interior ministry of Japan
Places	Administrative territorial entity identifier	1	German municipality key	P439	External identifier	identifier for municipalities and independent towns in Germany
Places	Administrative territorial entity identifier	1	German district key	P440	External identifier	identifier for districts (Landkreise) and independent towns in Germany
Places	Administrative territorial entity identifier	1	China administrative division code	P442	External identifier	Administrative division codes of the People's Republic of China: identifier for administrative divisions of People's Republic of China (with spaces)
Places	Building or structure	0	Structurae ID (structure)	P454	External identifier	Structurae: identifier for a building in the Structurae database
Places	Building or structure	0	Emporis building ID	P455	External identifier	Emporis: identifier for a building in the Emporis database (for building complexes, see P2270)
Places	River	0	lakes on river	P469	Item	lake: lakes and reservoirs the river flows through, flows into or flows out of
Places	Administrative Territorial Entity	0	shares border with	P47	Item	political borderæandæborder: countries or administrative subdivisions that this item borders, of similar administrative rank (e.g. countries share borders withæother countries)
Places	Administrative territorial entity identifier	1	local dialing code	P473	String	telephone numbering plan: code dedicated to subject city by the area communication network. See alsoæP474æfor country calling code
Places	Administrative territorial entity identifier	1	country calling code	P474	String	telephone numbering plan: dialed on phone for a country after the international dialing prefix. See alsoæP473æfor area code
Places	Astronomy	0	provisional designation	P490	String	Minor planet designation: designation of an astronomical body after its discovery and before its official name
Places	Astronomy	0	orbit diagram	P491	Commons media file	orbit: image with the diagram of the orbit of an astronomic body
Places	Administrative Territorial Entity	0	exclave of	P500	Item	territory is legally or politically attached to a main territory with which it is not physically contiguous because of surrounding alien territory. It may also be an enclave.
Places	Administrative Territorial Entity	0	enclave within	P501	Item	territory is entirely surrounded by the other (enclaved)
Places	Administrative territorial entity identifier	1	Swedish county code	P507	External identifier	"L_nskod: identifier for a county in Sweden ""l_nskod"" (two-digit)"
Places	Administrative territorial entity identifier	1	Swedish municipality code	P525	External identifier	"identifier for a municipality in Sweden ""kommunkod"" (four-digit)"
Places	Airoport	0	runway	P529	String	runway: name (direction) of runway at airport/airfield/airstrip
Places	Building or structure	0	start time	P580	Point in time	start time: indicates the time an item begins to exist or a statement starts being valid
Places	Building or structure	0	end time	P582	Point in time	end time: indicates the time an item ceases to exist or a statement stops being valid
Places	Building or structure	0	point in time	P585	Point in time	point in time: time and date something took place, existed or a statement was true
Places	Astronomy	0	constellation	P59	Item	constellation: the area of the celestial sphere of which the subject is a part (from a scientific standpoint, not an astrological one)
Places	General	1	GNIS ID	P590	External identifier	GNIS ID: identifier for geographic objects in the US issued by the USGS. For Antarctica, use Property:P804
Places	Administrative Territorial Entity	0	head of government	P6	Item	head of government: head of the executive power of a town, city, municipality, state, country, or other governmental body
Places	Administrative territorial entity identifier	1	NUTS code	P605	External identifier	Nomenclature of Territorial Units for Statistics: identifier for a region peræNUTS
Places	Building or structure	0	structural engineer	P631	Item	structural engineer: person, group or organisation responsible for the structural engineering of a building or structure
Places	Administrative territorial entity identifier	1	ISTAT ID	P635	External identifier	identifier for municipalities in Italy
Places	Astronomy	0	site of astronomical discovery	P65	Item	the place where an astronomical object was discovered (observatory, satellite)
Places	Location	1	direction relative to location	P654	Item	cardinal direction: qualifier for geographical locations to express relative direction
Places	Location	1	located on street	P669	Item	"street: street, road, or square, where the item is located. To add the number, use Property:P670 ""street number"" as qualifier"
Places	Location	1	located on terrain feature	P706	Item	landform: located on the specified landform or body of water. Should not be used when the value is only political/administrative (provinces, states, countries, etc.).
Places	Administrative territorial entity identifier	1	OKATO ID	P721	External identifier	OKATO: identifier for every administrative unit in Russia
Places	Lake	0	Lake ID (Sweden)	P761	External identifier	Swedish National Water Information Database: Identification code for lakes in Sweden, for lakes important enough also used, with SE- prefix, as EU_CD
Places	Building or structure	0	Czech cultural heritage ID	P762	External identifier	cultural monument of the Czech Republic: identifier for cultural heritage properties in the Czech Republic
Places	Administrative territorial entity identifier	1	OKTMO ID	P764	External identifier	OKTMO: identifier in Classification on Objects territory of municipal formations (Russia)
Places	Administrative territorial entity identifier	1	INE municipality code	P772	External identifier	Instituto Nacional de EstadÕstica: identifier for Spanish municipalities, by the Spanish Statistical Office (INE)
Places	Administrative territorial entity identifier	1	FIPS 55-3 (locations in the US)	P774	External identifier	identifier for places in the United States per former Federal Information Processing Standard FIPS 55-3
Places	Administrative Territorial Entity	0	top-level internet domain	P78	Item	top-level domain: Internet domain name system top-level code
Places	General	1	GNIS Antarctica ID	P804	External identifier	GNIS Antarctica ID: identifier for geographic objects in Antarctica, used in the US Geological Survey's Geographic Names Information System. For U.S. IDs, use Property:P590
Places	Administrative territorial entity identifier	1	Italian cadastre code	P806	External identifier	Codice catastale: identifier for Italian comunes in the cadastre
Places	Railway	0	connecting line	P81	Item	line: railway or public transport line(s) subject is directly connected to
Places	Road	0	interchange station	P833	Item	station to which passengers can transfer to from this station, normally without extra expense
Places	Administrative territorial entity identifier	1	SIRUTA code	P843	External identifier	SIRUTA: identifier for an area of Romania per National Institute of Statistics
Places	Administrative Territorial Entity	0	anthem	P85	Item	anthem: subject's official anthem
Places	Administrative territorial entity identifier	1	FIPS 6-4 (US counties)	P882	External identifier	Federal Information Processing Standard: identifier for US counties per former Federal Information Processing Standard FIPS 6-4. Use two-digit state code followed by three digit county code
Places	Administrative territorial entity identifier	1	FIPS 5-2 (code for US states)	P883	External identifier	Federal Information Processing Standard state code: identifier for US states and other associated areas (numeric or alpha) per Federal Information Processing Standard FIPS 5-2
Places	Administrative territorial entity identifier	1	FIPS 10-4 (countries and regions)	P901	External identifier	FIPS 10-4: Countries, Dependencies, Areas of Special Sovereignty, and Their Principal Administrative Divisions: identifier for countries and regions per former Federal Information Processing Standard FIPS 10-4
Places	Administrative territorial entity identifier	1	KSH code	P939	External identifier	identifier for every municipality (town and commune) in Hungary issued by the Hungarian Central Statistical Office
Places	General	1	Wikivoyage banner	P948	Commons media file	Wikivoyage:Banners: banner for the related Wikivoyage page
Places	Administrative territorial entity identifier	1	Austrian municipality key	P964	External identifier	identifier for municipalities in Austria
Places	Administrative territorial entity identifier	1	IOC country code	P984	External identifier	IOC country code: three-letter abbreviation country code by the International Olympic Committee
Places	Administrative territorial entity identifier	1	Philippine Standard Geographic Code	P988	External identifier	systematic classification and coding of geographic areas of the Philippines.
Work	Film Crew	1	film editor	P1040	Item	film editor: person who works with the raw footage, selecting shots and combining them into sequences to create a finished motion picture
Work	Literature	0	LibraryThing work ID	P1085	External identifier	LibraryThing (LT) control number
Work	Literature	0	illustrator	P110	Item	illustrator: illustrator of a book
Work	Literature	0	number of pages	P1104	Quantity	page: number of pages in an edition of a written work
Work	Specialized properties	1	DGO4 identifier	P1133	External identifier	protected heritage monument in Wallonia: identifier per Direction g_n_rale op_rationelle (Wallonia)
Work	Literature	0	LCOC LCCN (bibliographic)	P1144	External identifier	"Library of Congress Control Number: Library of Congress ID for bibliographic records (for books, serials, maps, music, video, etc only; for names use P244)"
Work	Literature	0	Universal Decimal Classification	P1190	String	Universal Decimal Classification: type of library classification
Work	Specialized properties	1	Atlas ID	P1212	External identifier	Atlas: identifier in the Atlas database of the Louvre Museum
Work	Literature	0	publisher	P123	Item	publisher: organization responsible for publishing books, periodicals, games or software
Work	Specialized properties	1	JSTOR journal code	P1230	External identifier	identifier for a journal in JSTOR
Work	Music	0	Parsons code	P1236	External identifier	Parsons code: identifier for melodic contours of music
Work	Film ID	1	Box Office Mojo film ID	P1237	External identifier	Box Office Mojo: identifier for a movie at the website Box Office Mojo
Work	Generic	1	Danish Bibliometric Research Indicator level	P1240	String	no description
Work	Literature	0	Theatricalia play ID	P1242	External identifier	Theatricalia: identifier for a theatrical work, in the Theatricalia database
Work	Specialized properties	1	depicts Iconclass notation	P1257	String	Iconclass: Iconclass code depicted in an artwork. For linking Iconclass codes with their corresponding artistic themes or concepts, use P1256 (Iconclass notation).
Work	Film ID	1	AlloCin_ film ID	P1265	External identifier	AlloCin_: identifier for a film in the AlloCin_ database
Work	Generic	1	depicted by	P1299	Item	object depicting this subject
Work	Specialized properties	1	bibcode	P1300	External identifier	Bibcode: bibcode for a journal
Work	Generic	1	SMDB ID	P1316	External identifier	Svensk mediedatabas: identifier in the Swedish Media Database
Work	Generic	1	movement	P135	Item	cultural movement: literary, artistic or philosophical movement associated with this person or work
Work	Generic	1	genre	P136	Item	genre: a creative work's genre or the genre in which an artist works. Use main subject (P921) to relate creative works to their topic
Work	Specialized properties	1	Lost Art-ID	P1428	External identifier	identifier in the Lost Art Internet Database
Work	Film Crew	1	executive producer	P1431	Item	executive producer: executive producer of a movie or TV show
Work	Music	0	B-side	P1432	Item	A-side and B-side: song/track which is the B-side of this single
Work	Generic	1	collection or exhibition size	P1436	Quantity	number of items in a collection or exhibition
Work	Generic	1	based on	P144	Item	the work(s) used as basis for subject
Work	Literature	0	present in work	P1441	Item	work in which this fictional entity (Q14897293) is present
Work	Generic	1	standards body	P1462	Item	standards organization: organisation that published or maintains the standard
Work	Generic	1	title	P1476	Monolingual text	titleæandæoriginal title: published title of a work, such as a newspaper article
Work	Art&Architecture	0	architectural style	P149	Item	architectural style: architectural style of a structure
Work	Specialized properties	1	Exceptional heritage of Wallonia ID	P1551	External identifier	"exceptional heritage of Wallonia: unique identifier of the ""Patrimoine immobilier exceptionnel de la R_gion wallonne"""
Work	Generic	1	manifestation of	P1557	Item	abstraction: physical embodiment of a given concept
Work	Film Crew	1	cast member	P161	Item	"actor: actor performing live for a camera or audience [use ""character role"" (P453) as qualifier] [use ""voice actor"" (P725) for voice-only role]"
Work	Generic	1	codename	P1638	Monolingual text	working title: temporary name of a product or project used during its development
Work	Art&Architecture	0	pendant of	P1639	Item	pendant: other work in a pair of opposing artworks, such as wedding portraits, commissioned together, but not always
Work	Art&Architecture	0	inscription	P1684	Monolingual text	inscription: inscriptions, markings and signatures on an object
Work	Art&Architecture	0	creator	P170	Item	"creator: maker of a creative work or other object (where no more specific property exists; see also:ædesigned byæ(P287))"
Work	Specialized properties	1	SIPA ID	P1700	External identifier	Sistema de InformaçÜo para o PatrimÑnio ArquitectÑnico: identifier in the SIPA (Sistema de InformaçÜo para o PatrimÑnio ArquitectÑnico) database of heritage sites in Portugal
Work	Specialized properties	1	LfDS object ID	P1708	External identifier	identifer for national heritage sites issued by the Landesamt fÙr Denkmalpflege Sachsen
Work	Generic	1	Metacritic ID	P1712	External identifier	Metacritic: identifier in Metacritic
Work	Specialized properties	1	Florentine musea Inventario 1890 ID	P1726	External identifier	national florentine musea inventory from 1890 identifier
Work	Music	0	performer	P175	Item	performer,æmusic artist,æmusician,æband,æmusical ensembleæandæsinger: musician, music group, or other performer associated with this work
Work	Art&Architecture	0	attributed to	P1773	Item	creator: uncertain but likely creator of an artwork
Work	Art&Architecture	0	workshop of	P1774	Item	creator: artist whose work group are the likely creator of an artwork
Work	Art&Architecture	0	follower of	P1775	Item	creator: for unknown artists who work in the manner of the named artist
Work	Art&Architecture	0	circle of	P1776	Item	creator: for unknown artists who lived in the same time as the named author in a similar style, possibly a follower or someone who had contact with the named artist
Work	Art&Architecture	0	manner of	P1777	Item	creator: for unknown artists who worked in a similar style as the named author, but not necessary from the same period
Work	Art&Architecture	0	forgery after	P1778	Item	creator: for an artwork trying to appear to be the work of the named author
Work	Art&Architecture	0	possible creator	P1779	Item	creator: for a creative work with considerable uncertainty about the author
Work	Art&Architecture	0	school of	P1780	Item	creator: for a creative work with author with a style influenced by the known author or circle, active in the same period, but a student or follower
Work	Art&Architecture	0	depicts	P180	Item	depicted entity (see also P921: subject heading)
Work	Generic	1	choreographer	P1809	Item	choreographer: person(s) who did the choreography
Work	Film Crew	1	named as	P1810	String	credit name: name by which a subject is recorded in a database, or participated in the production of the product
Work	Generic	1	list of episodes	P1811	Item	episode: link to the article with the list of episodes for this series
Work	Specialized properties	1	DSH object ID	P1822	External identifier	identifier for cultural monuments in Hamburg, Germany
Work	Generic	1	Netflix ID	P1874	External identifier	Netflix: identifier for a creative work on Netflix
Work	Art&Architecture	0	location of discovery	P189	Item	discovery: where the item was located when discovered
Work	Generic	1	stated as	P1932	String	use as qualifier to indicate how certain information was spelled or printed in the source
Work	Art&Architecture	0	collection	P195	Item	public collection: art, museum or bibliographic collection the subject is part of
Work	Literature	0	Project Gutenberg ebook ID	P2034	External identifier	Project Gutenberg: ebook identifier at Project Gutenberg
